0,ID,body,date,Month,Year,day,Mentioned purchase time?,Battery failure? 0 or 1
362,John,"scorpio, 06 Sep 2021My s10 display is much sharper than my wife's iphone11. Small text on hers seems slightly... moreThe iphone 12, however, have had sharper text than the iphone 11, which is the step forward from the iphone 11!
 
As for the iphone 13 coming this fall,  it will be just as the same as the iphone 12, but have slightly improvements over the iphone 12!
 
If it's no problem, then it shouldn't be a problem!",6-Sep-21,Sep,2021,6,0,0
363,scorpio,"Anonymous , 05 Sep 2021Whatever, cherry  just because iphones have lcd displays, doesn't  really mean it's ... moreMy s10 display is much sharper than my wife's iphone11. Small text on hers seems slightly fuzzy when compared to mine.",6-Sep-21,Sep,2021,6,0,0
364,Anonymous ,"cherry, 03 Sep 2021Coming from a Samsung S8 plus the display of iPhone 11 seemed really crap (I also have very go... moreWhatever, cherry  just because iphones have lcd displays, doesn't  really mean it's bad,  but still looks natural,  as well as oled displays, which is pretty good and futuristic!",5-Sep-21,Sep,2021,5,0,0
365,cherry,"Alex, 02 Sep 2021People keep comparing oled display with lcd in iphone 11 and i don't understand why becau... moreComing from a Samsung S8 plus the display of iPhone 11 seemed really crap (I also have very good close sight so I was even able to spot the pixels in text). I returned it soon. Now I have an iPhone 12 pro max, it has an excellent display. OLED plus no pixels :D",3-Sep-21,Sep,2021,3,0,0
366,scorpio,"Alex, 02 Sep 2021People keep comparing oled display with lcd in iphone 11 and i don't understand why becau... moreHi Alex how do you like your iphone compared to the Note 9. My wife has an iphone 11 but I personally prefer my s10.",3-Sep-21,Sep,2021,3,0,0
367,Alex,People keep comparing oled display with lcd in iphone 11 and i don't understand why because in my opinion yes oled is better than lcd because i've been using samsung galaxy note 9 for past 2 and half years and now i've been using iphone 11 and i do spot diffrence in vibrant and sharpness but however that does'nt mean display of iphone 11 is bad but actually the iphone 11 display is good enough for daily lifestyle and for the information this is my first iphone experience.,2-Sep-21,Sep,2021,2,0,0
368,no_ID,"abdushakur, 01 Sep 2021if ur thinking to change ur phone to 12 much better go on iphone 12 
ISSUE WITH IPHONE 11 is ... moreIssue with the iPhone 12 is battery, not 11.",1-Sep-21,Sep,2021,1,0,0
369,abdushakur,"if ur thinking to change ur phone to 12 much better go on iphone 12  
ISSUE WITH IPHONE 11 is the battery ...",1-Sep-21,Sep,2021,1,0,1
370,Arod,always wondering who makes iPhone LCD displays ðŸ¤”,31-Aug-21,Aug,2021,31,0,0
371,Arod,"GODSAKE, 31 Aug 2021But I have always found LG displays to be a little bit washed out (not comparing with Sammy!),... morelol sammy always have the worst LCD with their washed out colors and that blueish tint (had a a21 before) LG and sony makes good LCD",31-Aug-21,Aug,2021,31,0,0
372,no_ID,"Nano , 08 Aug 2021does it worth to buy the pro max over 11 ?If the Bezels, Camera, Display and Battery (check out the differences) donâ€™t matter much to you, then the 11 is good enough for using for another year or so ðŸ˜ŠðŸ‘",31-Aug-21,Aug,2021,31,0,0
373,no_ID,"Morshed, 23 Aug 2021I was using Samsung Galaxy Note 10 Plus. After using it for about 14 months I got the infamous... moreCompletely agree that there 11 has the one of the most balanced LCD displays ðŸ™Œ",31-Aug-21,Aug,2021,31,0,0
374,no_ID,"Arod, 25 Aug 2021the 11 is still the best ( using one right now) the low pixel count might be a pain but it has... moreThe LCD on my 11 is one of the most balanced LCD displays out there. Even liked the one on my 6s just like you ðŸ˜ƒðŸ™Œ",31-Aug-21,Aug,2021,31,0,0
375,no_ID,"Anonymous, 24 Aug 2021 I have a iphone 6s which has now started to hang a bit... Is it good to buy the Iphone 11 now... moreIf you can wait for 2 more months and get the 12, after the 13 is fully available everywhere, it will be beneficial IMHO ðŸ™Œ",31-Aug-21,Aug,2021,31,0,0
376,no_ID,"Arod, 25 Aug 2021LG and sony makes good LCD displays 
i checked the G5 display and its the most gorgeous displ... moreBut I have always found LG displays to be a little bit washed out (not comparing with Sammy!), even on the latest devices like the Wing 2020.",31-Aug-21,Aug,2021,31,0,0
377,Anonymous,"Arod, 25 Aug 2021also the 11 has a bigger battery than the 12 and the 5g is gonna suck the batteryTurning off 5g may seem to solve the issue, which is a self explanatory for most people who don't care about 5g and stuff to their iphones, though it is expected to deliver a promotion displays on the iphone 13 pro and pro max models!",30-Aug-21,Aug,2021,30,0,0
378,Arod,"Anonymous, 24 Aug 2021 I have a iphone 6s which has now started to hang a bit... Is it good to buy the Iphone 11 now... morealso the 11 has a bigger battery than the 12 and the 5g is gonna suck the battery",25-Aug-21,Aug,2021,25,0,0
379,Arod,"Anonymous, 24 Aug 2021 I have a iphone 6s which has now started to hang a bit... Is it good to buy the Iphone 11 now... morethe 11 is still the best ( using one right now) the low pixel count might be a pain but it has advantages like a great battery life and less stress on the chipset  
and the LCD display wont have the green displays and burnouts 
idk about the 13 but im gonna keep my 11 for like 3-4 years",25-Aug-21,Aug,2021,25,0,0
380,Arod,"Morshed, 23 Aug 2021I was using Samsung Galaxy Note 10 Plus. After using it for about 14 months I got the infamous... moreLG and sony makes good LCD displays  
i checked the G5 display and its the most gorgeous display ever",25-Aug-21,Aug,2021,25,0,0
381,Anonymous,"I have a iphone 6s which has now started to hang a bit... Is it good to buy the Iphone 11 now ? OR wait for iphone 13 so that 12 becomes cheaper ? I didnt find much difference between 11 and 12 except the screen... I am not into gaming... Use it mostly for calls ,social media and watch few videos on youtube",24-Aug-21,Aug,2021,24,0,0
382,no_ID,"I was using Samsung Galaxy Note 10 Plus. After using it for about 14 months I got the infamous ""Green screen"" issue on that phone's display. I was so annoyed, I decided to buy a LCD display phone instead of AMOLED. So I bought an iPhone 11 this time. No fear of loosing brightness over time, no ghost image issue, no green screen issue.... I'm happy with my purchase. Yes amoled was a lot sharper with infinity contrast, but I can live without that. Apple tunes LCD displays better than any other brand.",23-Aug-21,Aug,2021,23,0,0
383,Decedope,"Shontu, 13 Aug 2021U will get approx 58gb only i will suggest uh to go 128gb I get a decent battery life 1 and a half day with 100% and most of the time i charge it till 80% and get a god battery life for the whole day. Allthough I donâ€™t play much games on mobile just sometimes so i cant really tell you about it under heavy gamingâ€¦.also the charger is incredibly fast.",20-Aug-21,Aug,2021,20,0,0
384,zack122,"Anonymous, 09 Jun 2021Where do you live? S21 is better for snapdragon than exynos if you prefer performance, iPhone ... morepeople usually compare snapdragon chipset vs exynos chipset because of the battery life of the smartphone that is using snapdragon chipset get better battery life than exynos and in daily usage you're not likely gonna be able to see that much different in performance between those two.",19-Aug-21,Aug,2021,19,0,0
385,ia ishak,I have learned a lot from reading your post and it will be a helpful one for newcomers so thank you very much. I hope you will post better in the future .,18-Aug-21,Aug,2021,18,0,0
386,ia siahk,I have learned a lot from reading your post and it will be a helpful one for newcomers so thank you very much. I hope you will post better in the future .,18-Aug-21,Aug,2021,18,,
387,Anonymous,"Shontu, 13 Aug 2021U will get approx 58gb only i will suggest uh to go 128gb Yes, but with the IPhone 13, the base 64gb storage option will drop out in favor of 128, 256, And 512GB!
 
Iphone 13 pro and pro max might drop the base 128GB Storage option in favor of 256, 512, And 1TB after they started with the base 128GB storage option in iphone 12 pro and pro max!",14-Aug-21,Aug,2021,14,0,0
388,Shontu,"Haris, 09 Aug 2021Can somebody please confirm the free storage in 64gb without installing any application and ho... moreU will get approx 58gb only i will suggest uh to go 128gb",13-Aug-21,Aug,2021,13,0,0
389,Miki,"Haris, 09 Aug 2021Can somebody please confirm the free storage in 64gb without installing any application and ho... moreAbout 49GB",13-Aug-21,Aug,2021,13,0,0
390,no_ID,"Steven , 06 Aug 2021The best phone ever!!!!!!!True",9-Aug-21,Aug,2021,9,0,0
391,Haris,Can somebody please confirm the free storage in 64gb without installing any application and how is the battery life..ty in advance,9-Aug-21,Aug,2021,9,0,0
392,Devil,using for a year now it is awesome,8-Aug-21,Aug,2021,8,3,0
393,Nano ,does it worth to buy the pro max over 11 ?,8-Aug-21,Aug,2021,8,0,0
394,Steven ,The best phone ever!!!!!!!,6-Aug-21,Aug,2021,6,0,0
395,LunchTime,"Anonymous, 31 Jul 2021Or maybe get the 12 pro max or wait till the 13 pro max if you really want a decent camera!Every years buy iphone",3-Aug-21,Aug,2021,3,0,0
396,jess7834843,"My cell phone is slim and light, the design is luxurious, it has a black rear glass, the screen is big. 
The phone is good, has 2 cameras, one of them is wide angle. 
The battery charge lasts very little, have not fingerprint recognition only facial recognition and in these times, where we wear mask it's very complicated access to unlock it. 
The price is so excessive, I believe that you can buy a less valuable equipment and with the same characteristic",3-Aug-21,Aug,2021,3,0,1
397,no_ID,"This cell phone has a very good camera, I like its sound speakers, it can be operated with one hand, it is very fast, your battery doesnÂ´t run out as fast as in other iPhones, although you have to take care of your battery so that it is always at 100 percent, the bad thing is that it has very little ram memory, its price in Colombia is very high, it is not necessary to have an iPhone to have a good cell phone, although this is highly recommended.",3-Aug-21,Aug,2021,3,0,0
398,no_ID,"I think I like the stereo speakers 
It's sound awesome",3-Aug-21,Aug,2021,3,0,0
399,Anonymous,"So disappointed in this phone, unless your entire world is Apple, they make it soooo very difficult to use anything other than Apple.  If you are PC, don't touch this.  My absolute last iPhone",2-Aug-21,Aug,2021,2,0,0
400,Anonymous,"Anonymous, 29 Jul 2021Its identical to XR but has 2 cameras (no optical zoom which means worse image quality than iP... moreAlso, I'm not saying that the IPhone 11 is a bad choice, but at least it could shoot some brilliant pictures and videos!
 
Ultimately, the IPhone 13 range will likely be a good choice, but the 12 pro max is by far one of my favorites of all time, so you really don't know anything about electronics!",31-Jul-21,Jul,2021,31,0,0
401,Anonymous,"Anonymous, 29 Jul 2021Its identical to XR but has 2 cameras (no optical zoom which means worse image quality than iP... moreOr maybe get the 12 pro max or wait till the 13 pro max if you really want a decent camera!",31-Jul-21,Jul,2021,31,0,0
402,Anonymous,"Rana, 18 Jul 2021No complaints so far except there is an alarm at 5 am built in. I have tried everything to del... moreI don't know what possessed Apple to automatically turn on wifi, cellular and bluetooth at 5am on every iPhone since idk, 7 did that too. I understand it's for find my iphone thing if it get lost but, why 5am? Most of people are still asleep at that time, I don't need a bunch of notifications waking me up when I'm still deep in sleep. Jesus Christ.",30-Jul-21,Jul,2021,30,0,0
403,Anonymous,"Its identical to XR but has 2 cameras (no optical zoom which means worse image quality than iPhone 7 Plus).  The display side bezels are thicker than on iPhone 4-8. The phone itself is pretty heavy and big. Plus iOS novadays doesnt reach the quality standards from the past. All in all, NOT A GOOD CHOICE.  Better get a 12 mini instead (if u want a modern iphone).",29-Jul-21,Jul,2021,29,0,0
404,Anonymous,"S8 9.0 Now iPhone 11, 16 Jul 2021Who else bought this after s8?s9 :D",22-Jul-21,Jul,2021,22,0,0
405,no_ID,"portlab, 20 Jul 2021No they hate this display(maybe) because it is 2019 and its a flagship with an LCD display whi... moreI switched from Samsung S20FE and iphone 11 display is better (other than resolution). Its not about 2010/2021. LCD Displays have their own strength, OLEDs have too. For example my S10e display was better than iphone 11 display. Most of the OLEDs in the market are of poor quality and a great LCD is surely better than those.",22-Jul-21,Jul,2021,22,0,0
406,kian,The screens smash so easy not exactly practical,20-Jul-21,Jul,2021,20,0,0
407,no_ID,"Wazzer, 01 Jul 2021Interesting how most Samsung fanboys rate the display of phone by its brightness!
(You do kno... moreNo they hate this display(maybe) because it is 2019 and its a flagship with an LCD display while Samsung had super AMOLED since 2010",20-Jul-21,Jul,2021,20,0,0
408,kian,The screens smash so easy not exactly practical,20-Jul-21,Jul,2021,20,,
409,scorpio,"S8 9.0 Now iPhone 11, 16 Jul 2021Who else bought this after s8?Almost but ended up buying s10. Absolutely no regrets.",20-Jul-21,Jul,2021,20,0,0
410,scorpio,"RiverShen, 16 Jul 2021Samsung makes iphone displaysâ€¦Only amoled and not lcd. You cannot compare the quality of display between s10 and iph11.",20-Jul-21,Jul,2021,20,0,0
411,Rana,No complaints so far except there is an alarm at 5 am built in. I have tried everything to delete it but in vain.,18-Jul-21,Jul,2021,18,0,0
412,S8 9.0 Now iPhone 11,Who else bought this after s8?,16-Jul-21,Jul,2021,16,0,0
413,RiverShen,"scorpio, 02 Jul 2021I have a Samsung s10 and my wife has an iPhone  so it is easy to compare them side by side. Th... moreSamsung makes iphone displaysâ€¦",16-Jul-21,Jul,2021,16,0,0
414,Anonymous,"Wazzer, 01 Jul 2021Interesting how most Samsung fanboys rate the display of phone by its brightness!
(You do kno... moreI think itâ€™s about being able to see it outside lmao",15-Jul-21,Jul,2021,15,0,0
415,Anonymous,"starb., 10 Jul 2021great phone, kinda bit confusing bc my old phone is 5.5"" display when i purchase this iph... morewelcome to bezeless phones boy",12-Jul-21,Jul,2021,12,0,0
416,maverick,"Kriegsherr, 14 Jun 2021Depend on how you measure. I have a iphone 11 and the LCD is quite good. The contrast is great... moreWell said.",11-Jul-21,Jul,2021,11,0,0
417,starb.,"great phone, kinda bit confusing bc my old phone is 5.5"" display when i purchase this iphone 11 it says 6.1"" display. but my old phone is bigger than this iphone 11",10-Jul-21,Jul,2021,10,0,0
418,Amy Katherin,"I find very interesting the new adaptations and new details that the iPhone 11 has especially its memory, the storage that can fit, it is incredible its pixels which means that the camera should be clear and does not modify the photograph that is taken with it.",9-Jul-21,Jul,2021,9,0,0
419,no_ID,"I just installed newest iOS 15 public beta 2 and it's so many good options and improvements for now no crashes all apps working perfectly, camera make more clear and sharp photos so far so good.",2-Jul-21,Jul,2021,2,0,0
420,scorpio,"Wazzer, 01 Jul 2021Interesting how most Samsung fanboys rate the display of phone by its brightness!
(You do kno... moreI have a Samsung s10 and my wife has an iPhone  so it is easy to compare them side by side. The Samsung has a much nicer display and much sharper. It is not about brightness its about sharpness and presentation. I would not buy a phone in 2021 with an lcd display.",2-Jul-21,Jul,2021,2,0,0
421,Mike,i have the new iphone11  what a piece of junk  i can not hear out of the earpiece again its one you old. i have already sent it to apple once before and they told me there was nothing wrong with it. It is now one year old and im looking at buying a new android phone. No more iphones for me from now on they are just junk,1-Jul-21,Jul,2021,1,3,0
422,Wazzer,"Interesting how most Samsung fanboys rate the display of phone by its brightness! 
(You do know you can turn them up and down right?)",1-Jul-21,Jul,2021,1,0,0
423,Anonymous,"Anonymous, 25 Jun 2021I would not say that the display is horrible. Rather it is sub-standard for this level of phon... moreI agree, these people are being so rude nowadays!",25-Jun-21,Jun,2021,25,0,0
424,Anonymous,"Samdani, 22 Jun 2021Plz don't buy it, go for a xs or xs max instead. You will regret every bit. Display is ho... moreI would not say that the display is horrible. Rather it is sub-standard for this level of phone. My s10 has a far sharper display than my wifes' iPhone11 but I would not refer to her display as horrible. More like very ordinary.",25-Jun-21,Jun,2021,25,0,0
425,Ccc,"All people have their bad complaint , anyway thats your own opinions and experience. But do u realize? No one forcing u to buy of any of this phones,  if u have bad experience on it just buy another one. If still not satisfy maybe its time to build ur own phone thats satisfy u. 
Have a good day",24-Jun-21,Jun,2021,24,0,0
426,Samdani,"Plz don't buy it, go for a xs or xs max instead. You will regret every bit. Display is horrible. It doesn't worth the money at all. A display is the face of smartphone...don't even think about it.",22-Jun-21,Jun,2021,22,0,0
427,Zakirul ,"I purchase my IP 11 March'20.. after 10 months gradually decrease phone  battery 100% to 96%. When IOS 14.5 upgrade that time battery percentage is 96%, after battery  Recalibration is completed after 1 month gradually increases battery percentage 96% to 97% to 98% and finally now 99%... i just want to know, my phone battery's efficiency is normal or abnormal.",22-Jun-21,Jun,2021,22,2,0
428,scorpio,"kris, 16 Jun 2021Recently I got iphone 11. So far iam using android, IOS is  looking nice. But i have one sugge... moreTotally agree. My s10 has a far better screen than my wife's iPhone11.",18-Jun-21,Jun,2021,18,0,0
429,kris,"Recently I got iphone 11. So far iam using android, IOS is  looking nice. But i have one suggession they can improve the display quality,Lcd HD display is not even  matching with the midrange of samsung.",16-Jun-21,Jun,2021,16,0,0
430,Anonymous,"Anonymous, 23 May 2021Camera is much better, chipset is flagship class, modem is Intel not fast like Snapdragon one,... moreno it isn't. the notch is massive",14-Jun-21,Jun,2021,14,0,0
431,Anonymous,"Anonymous, 23 May 2021Camera is much better, chipset is flagship class, modem is Intel not fast like Snapdragon one,... moreno it isn't. the notch is massive",14-Jun-21,Jun,2021,14,,
432,no_ID,"Huong, 04 Jun 2021Yes, LCD is terrible, my husband uses iphone 7 plus and  the LCD screen is bad compared to my ... moreDepend on how you measure. I have a iphone 11 and the LCD is quite good. The contrast is great, color production is close to perfect. For me, the brightness is enough.The only cons is ppi but if you ain't looking at them at very close distance, hard to find a problem. I have seen several oled displays from cheap brands and compared to those, 11 display is way better. I just sold my s20FE last week and had a S10e. S10e display was slightly better though and the s20fe display IMHO was not any better than the 11 display.
 
If your only measurement is on ppi, its not enough but considering everything else its good enough.",14-Jun-21,Jun,2021,14,0,0
433,Arod,"does the 11 heat up  
im saying that just in case i need to buy a cooling fan",13-Jun-21,Jun,2021,13,0,0
434,CJ,"Jennifer, 09 Jun 2021Wow I really wish I could buy it....my dream phone ðŸ¥ºðŸ¥ºðŸ¥ºWell buy one ðŸ˜‚",12-Jun-21,Jun,2021,12,0,0
435,Jennifer,Wow I really wish I could buy it....my dream phone ðŸ¥ºðŸ¥ºðŸ¥º,9-Jun-21,Jun,2021,9,0,0
436,Anonymous,"Anonymous, 08 Jun 2021Hello friends,
Iphone 11 or Samsung Galaxy S21?
Thanks.Where do you live? S21 is better for snapdragon than exynos if you prefer performance, iPhone is for simplicity use, can't customize much but somehow it look clean than s21, i prefer 11 pro than s21",9-Jun-21,Jun,2021,9,0,0
437,unknown,"scorpio, 09 Jun 2021s21 any time. Iphone 11 is almost 2 years old has a much lower grade lcd display and although ... moreYeah i agree with this. they are both really good though. i think it comes down to which ecosystem you prefer. of those two my opinion is the s21 for sure",9-Jun-21,Jun,2021,9,0,0
438,scorpio,"Anonymous, 08 Jun 2021Hello friends,
Iphone 11 or Samsung Galaxy S21?
Thanks.s21 any time. Iphone 11 is almost 2 years old has a much lower grade lcd display and although still good is less powerful. Only reason to get iphone 11 would be if you prefer the ios operating system.",9-Jun-21,Jun,2021,9,0,0
439,Anonymous,"Hello friends, 
Iphone 11 or Samsung Galaxy S21? 
Thanks.",8-Jun-21,Jun,2021,8,0,0
440,Anonymous,"Huong, 04 Jun 2021Yes, LCD is terrible, my husband uses iphone 7 plus and  the LCD screen is bad compared to my ... moreEver since S6 got out years ago, Samsung had the best screen without a doubt. Sony as well but they don't sell well.",7-Jun-21,Jun,2021,7,0,0
441,Purplw Fan,"I have been using the iPhone 11 Purple (128GB) for about 7 months and it is a wonderful Mobile phone. 
 
Call quality is very good. The receiver speaker volume is one level less than half as the telephonic audio is already quite loud/audible.
 
Camera and audio speakers are wonderful. For battery life, it is great as I charge it once in two days and sometimes at the end of each day. Bluetooth is turned off at all times. Battery capacity is still at 100% even in its 7th month of usage. 
 
Usage: standard telephone calls, video calls (occasional and short), text messaging, web browsing with some video viewing, checking emails (2 email accounts), checking Google maps/checking bus arrival timings and taking photos and videos. Been using the DUAL ESIM function too. 
 
I hope to use this phone for about up to four or five years. If it can last beyond 4 years, then I will be thankful for the wonderful quality!",6-Jun-21,Jun,2021,6,3,0
442,Frmrburgr,"I just love spending over an hour trying to pair up my Apple Watch (again) after loading the latest ios software change to my iPhone 11. I think even though nothing is ever Apple's fault, you are getting sloppy. 1 hour and 15 minutes out of my life to get back to where I was. My used Apple Watch that I have liked for two years won't accept the update you want to install. Not enough memory. Work around is fine if you are a person of leisure if it even works. Pairing stops. I get to start over.",6-Jun-21,Jun,2021,6,0,0
443,Huong,"Boss, 13 May 2021Please I need some advice I don't have alot of money for a flagship phone right now but I... moreYes, LCD is terrible, my husband uses iphone 7 plus and  the LCD screen is bad compared to my samsung's.",4-Jun-21,Jun,2021,4,0,0
444,.,"xTreme, 17 May 2021Guys, need your suggestion.
is it worth it to upgrade this phone to iphone 12 mini?

thanksno! it has a very small screen!!",31-May-21,May,2021,31,0,0
445,Anonymous,"Tu ah, 29 May 2021What if i upgrade my xr to 11? Okay or not?Yes, that or wait for the iPhone 13",30-May-21,May,2021,30,0,0
446,no_ID,"Tu ah, 29 May 2021What if i upgrade my xr to 11? Okay or not?I was very happy with my XR until it got stolen, and then had replaced with the std 11. Its a very noticeable step up. The camera is way faster and clearer than the XR, especially in low light conditions. Apps open/shut quicker and you can feel it has power to spare in normal use.  
It may use a slightly more power than the XR, as the 11 is down on power by 10% more at the end of the day, but with wireless charging you really dont notice the difference in daily use.  
11's are getting cheaper now too. Good deals around, this one is working out to be same price as my XR, Im almost grateful it was pinched ;)",29-May-21,May,2021,29,0,0
447,Anonymous,"Tu ah, 29 May 2021What if i upgrade my xr to 11? Okay or not?No bro its hearing issu",29-May-21,May,2021,29,0,0
448,Tu ah,What if i upgrade my xr to 11? Okay or not?,29-May-21,May,2021,29,0,0
449,no_ID,"""Another thing the iPhone 11 screen doesn't offer is HDR10 or Dolby Vision - the contrast ratio required by these HDR video standards is only achievable with an OLED screen it seems.""
 
well this aged poorly",25-May-21,May,2021,25,0,0
450,HUSSAINI,"Anonymous, 23 May 2021Camera is much better, chipset is flagship class, modem is Intel not fast like Snapdragon one,... more11",24-May-21,May,2021,24,0,0
451,Anonymous,"karimbesha, 19 May 2021guys I'm  having samsung A71 and i want to return back to iphone...I'm planing to ge... moreCamera is much better, chipset is flagship class, modem is Intel not fast like Snapdragon one, display will become LCD IPS with 326 ppi, if you don't mind about downgrade from FHD to HD plus notch (actually notch is better than watching a hole), iphone is the best, with the default night mode the 11 std beats Xs Max",23-May-21,May,2021,23,0,0
452,Anonymous,"Amal, 22 May 2021Anyone pls suggest me good TWS earphones under $50 or 5000k for iPhone 11?Find the samsung buds secondhand, don't expect the cheap tws audio quality since iphone only capable of AAC, i would rather buy airpods cable than cheap tws",23-May-21,May,2021,23,0,0
453,Amal,Anyone pls suggest me good TWS earphones under $50 or 5000k for iPhone 11?,22-May-21,May,2021,22,0,0
454,Kev,"karimbesha, 19 May 2021guys I'm  having samsung A71 and i want to return back to iphone...I'm planing to ge... moreThe iPhone 11 is an absolute no-brainer compared to the A71. You're overhauling the build quality, chipset, and camera with nearly the best that Apple had to offer when it was launched in 2019. The screen is the problem though; It's not as high resolution as your current A71, and the auto brightness is lower. But personally, having used an iPhone 11, I would say, go for it.",21-May-21,May,2021,21,0,0
455,Anonymous,"karimbesha, 19 May 2021guys I'm  having samsung A71 and i want to return back to iphone...I'm planing to ge... moreafter A71 you will definitely note the upgrade in camera department and software but will see a decrease in battery timing as well",21-May-21,May,2021,21,0,0
456,Anonymous,"karimbesha, 19 May 2021guys I'm  having samsung A71 and i want to return back to iphone...I'm planing to ge... moreU will find degrade in display as it is 720p",21-May-21,May,2021,21,0,0
457,Mantos,"gud monin guys, can somebody avail me with authentic iphone call recorder and truecaller for my iphone 11",21-May-21,May,2021,21,0,0
458,Nika,"Don, 12 Mar 2021Please i need help, i bought iphone 11 today and i was surprised to see my battery health at 9... moreIt happens as the iPhone stays, the battery might age by itself it is not a big deal, it will return to 100% capacity when you update the phone, mine was same and now with the new version is 100%.",19-May-21,May,2021,19,0,0
459,Nika,"Don, 13 Mar 2021bought it from an Authorized Apple Reseller and it was sealed in Box with all accessories with... moreIt does happen no worries",19-May-21,May,2021,19,0,0
460,karimbesha,guys I'm  having samsung A71 and i want to return back to iphone...I'm planing to get the iphone 11 ..will i notice the upgrade or no?,19-May-21,May,2021,19,0,0
461,no_ID,"xTreme, 17 May 2021Guys, need your suggestion.
is it worth it to upgrade this phone to iphone 12 mini?

thanksOf course not! If you go for the mini you get smaller display and smaller battery. Better screen doesnâ€™t make sense on a tiny phone. iPhone 11 is still capable for years ahead.",17-May-21,May,2021,17,0,0
462,no_ID,"zz, 17 May 2021in my country this phone price is 600$ on used condition, is it worth to buy at that price?For that price I bought it new unpacked box, but anyway the choice is yours.",17-May-21,May,2021,17,0,0
463,zz,"in my country this phone price is 600$ on used condition, is it worth to buy at that price?",17-May-21,May,2021,17,0,0
464,xTreme,"Guys, need your suggestion. 
is it worth it to upgrade this phone to iphone 12 mini?
 
thanks",17-May-21,May,2021,17,0,0
465,no_ID,"Apple is a fantastic and flourishing company. I feel that there is a great influence from Apple when it comes to the electronics market, and I believe in the numbers as I see them... A few years back when they announced that the 2,000,000,000th (Two Billionth) iOS Device had been sold, it became clear that there was, and still is, a great amount of people that truly enjoy and will commit to being within the Apple Ecosystem.",16-May-21,May,2021,16,0,0
466,walkmano19,"Caleeny, 14 May 2021Buy Samsung with amoledi have iP 11 i don't mind at all abt LCD and huge bezzles",16-May-21,May,2021,16,0,0
467,Boss,"Umair, 13 May 2021If u are not affected by OLED PWM flickering effect then u can go for either
But if u are aff... moreThanks",15-May-21,May,2021,15,0,0
468,no_ID,"Boss, 13 May 2021Please I need some advice I don't have alot of money for a flagship phone right now but I... moreBuy Samsung with amoled",14-May-21,May,2021,14,0,0
469,scorpio,"Elizabeth Ruth, 13 May 2021Hello everyone,are you interested to trade with binary options or you are looking for an exper... moreWhat exactly is the relevance to iphones other than ""trust me with your money and bank account and I wish you goodbye"".",14-May-21,May,2021,14,0,0
470,Elizabeth Ruth,"Hello everyone,are you interested to trade with binary options or you are looking for an expert to trade and manage your account for you or Do you have funds you wish to withdraw from your binary broker? or you are having problems with the withdrawing of your funds and you donâ€™t know how to go about it.Kindly get in touch via  adamwilson. trading@ consultant. com/ What'sapp +1870 - 345- 7937, and he will guide you on how to get back your funds within 72hours, because his strategy really helped me withdrawal my funds that was stuck in my trading account! All thanks to him Iâ€™m forever grateful",13-May-21,May,2021,13,,
471,Umair,"Boss, 13 May 2021Please I need some advice I don't have alot of money for a flagship phone right now but I... moreIf u are not affected by OLED PWM flickering effect then u can go for either 
But if u are affected then dont go for OLED screen of iPhone as it has low PWM frequency and go for iPhone 11",13-May-21,May,2021,13,0,0
472,Boss,Please I need some advice I don't have alot of money for a flagship phone right now but I'm turned between 2 phones to buy iPhone xs or iPhone 11 some people say the LCD is terrible and the bezzles are huge but I have a friend with an IP 11 and he said the display is just fine and the bezzles are okay,13-May-21,May,2021,13,0,0
473,Kris,iPhone 11 or iPhone 12 Mini. Which is better?,11-May-21,May,2021,11,0,0
474,no_ID,"Just bought it today in green color, first time iPhone user and I loving it, especially the camera itâ€™s wonderful.",7-May-21,May,2021,7,0,0
475,no_ID,"Umair, 06 May 2021Guys I have shifted from Samsung Note 8 to iPhone 12 and feeling eye strain more than that of ... moreMy friend has 12 and i have 11 and i dont think the oled screen is a big difference i am happy with the 11, maybe the max brightness should be a tad more bcs im struggling to see the screen in direct sun. Other than that i think you will be fine with the 11.",6-May-21,May,2021,6,0,0
476,Abdullah,"xyz, 03 May 2021LCD....
Will i regret for AMOLED..???I have been using andriod phones with Amoled screens for past few years but I recently shifted to iphone 11 with IPS LcD. Although i havent felt anything different except for when i am watching youtube videos above 1080P. Except for that iphone 11 is great phone",6-May-21,May,2021,6,0,0
477,Umair,Guys I have shifted from Samsung Note 8 to iPhone 12 and feeling eye strain more than that of Note 8. After watching the videos on PWM of iPhone the effect is more pronounced may be added psychological effect. So was thinking to sell out my iPhone 12 and buy iPhone 11. Did a lot of research on Internet as well but wanted to ask if someone is using both iPhone 12 & 11 side by side that whether this effect will reduce if I shift to iPhone 11 or not? Mainly this PWM flickering is more pronounced in low light conditions and since i am a heavy user rather mobile addict so feeling it more. Need advice should I switch to iPhone 11 or not ? As I donâ€™t want to keep android as my primary device otherwise I had shortlisted Xiaomi Poco X3 pro and Mi 10T as well for my eye comfortâ€¦..,6-May-21,May,2021,6,0,0
478,xyz,"mido, 02 May 202111 the same of 12LCD.... 
Will i regret for AMOLED..???",3-May-21,May,2021,3,0,0
479,xyz,"Anonymous, 02 May 2021Generally I would tell you the iPhone 11 is good enough, it also depends on what your upgradin... moreThanks dude... 
Thinking....",3-May-21,May,2021,3,0,0
