,body,target,polarity,subjectivity,camera,charger,price,quality,brand,update,speaker,battery health,screen/ display,shell condition,camera_ CA score ,charger_ CA score ,price_ CA score ,quality_ CA score ,brand_ CA score ,update_ CA score ,speaker_ CA score ,battery health_ CA score ,screen/ display_ CA score ,shell condition_ CA score 
756,So far so good,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Todo bien,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,"The phone is much smaller then I thought it would be. My old iPhone 8 Plus is around 6’1 inches and this phone is smaller then that. Yes it advertised that the battery max is 82%. However if that’s the case the price can come down some more. The packing was really bad. The phone setup is slow but after that it works pretty good. If you care more about size then I wouldn’t recommend because it’s smaller then the 8plus which is 100 dollars cheaper and works really the same. However, if you don’t care about size then I recommend you get it but the battery might be a issue.",1,0.07999999999999999,0.5,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
759,Un poco maltratado,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,"Phone looks great , functions as expected,. Battery says 85% but its shot, drops fast. I have to charge it twice a day.",1,0.5,0.675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
761,I love this! Is just like new. I’ve had it for about a month now and nothing seems to be wrong with it.,1,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,"First off, this phone came super early which is already a plus. It looks and runs like new but the max battery capacity is 86%, which isn’t great. But other than that, it’s a great phone. Easy to setup and in great shape. I will update in about a month if using it.UPDATE: it’s been a little over a month and it still runs just fine. Sometimes the touchscreen is a little off, but very rarely. Camera is great, battery is pretty good. Would recommend. Thank you!",1,0.61875,0.7083333333333333,1,0,0,0,0,2,0,2,0,0,4,0,0,0,0,4,0,4,0,0
763,"I bought the purple iPhone11 it came I perfect condition!!! I was a little weary about buying a phone off of Amazon, but I’m so glad that I did!!! The only complaint I have is the battery health is at 88% but that’s nothing a new battery can’t fix!!!! I love it so much!!! Highly suggest getting it if you are on the fence!!!",1,0.372,0.668,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,2
764,"I like that the phone looks like new, is fully unlocked (can work on any networt) while supporting LTE. It also fully functional.However, its keeps bring a notification that the screen is not genuine and has very poor battery health of 73%.I think the seller should have stated these major drawback so that the buyer makes an informed decision",1,-0.16875,0.55,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
765,Todo funcional.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,"all the bad reviews made me worried, but I ordered it, and not only did it come three days early, but its beautiful and has no issues whatsoever, also came with a screen protector placed on perfectly! buy it :)",1,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
767,"I’m overall happy. I haven’t had it for a month yet, but when receiving it, the battery was at 92% health, which is still good, for what I need. The customer service was quick to get back regarding a question I had in date of purchase. I’m not able to get Applecare since the date of purchase is not updated, but I don’t need phone insurance.There weren’t any scratches or knicks. I ordered, used like new. There isn’t any lag when using the phone. No glitches. I did have a hard time updating the phone at first. I had to start over (transferring content from my old phone) , but once I did that, and got back to the update portion, everything went smoothly. I thought I had a lemon, but it is indeed exactly what I need. For $589, used-like new, and refurbished, this is what I hoped for.",1,0.2783333333333333,0.47833333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0
768,"It was good but it had its little problems . Annoyed me for the most part but I got over it . I mean it works so heyy , I’m good ! Just make sure uu look everywhere b4 spending your money bc I spent it then boom a lower price somewhere else",1,0.396875,0.6940972222222223,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
769,Works well…worth every penny and more.,1,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,"The phone I received initially had a crack. I left the seller with a not-happy note. The seller responded quickly and professionally to offer a refund or replacement. It took about 3 weeks total from initial ordering the phone to receiving a phone as described. Now, I enjoy using my new phone very much.",1,0.24444444444444446,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Phone was unlocked and i could move it to my provider easy,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,arrived quickly and working perfectly,1,0.6666666666666666,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,"the phone was pristine. Long battery life, great purchase",1,0.375,0.575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
774,El iPhone 11 llegó bastante nuevo y con protector de pantalla incluido y esta desbloqueado valió la pena hacer la inversión y la batería esta en 89% de vida útil nada mal para ser un teléfono usado .,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,"My opinion of this is great! Great customer service, phone looks new, only a few tiny scratches by the charger port-Unnoticeable!! Very satisfied. Thank you!! Treasa Welch",1,0.8,0.75,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
776,Came in pristine conditions can not tell it was ever used. I love it and so much better than the 8+ I had,1,0.5,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Phone was perfect.. thank you,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,"I purchased a refurbished iPhone with my fingers crossed; however, this arrived in immaculate condition, well packaged with the charger and a little stand. I could not find a mark on it. Took it to my carrier to be added to my service and he said I got a very good deal. It even came in yellow; my favorite color.",1,0.2333333333333333,0.20000000000000004,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2
779,I think they gave me great service and the next time I buy a phone I am using the Amazon renewed service!,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,Theres nicks on the top right corner of the phone from it being dropped and the battery condition is at 89%. Definitely disappointed and wouldn’t recommend anyone to buy one if you expect it to be in excellent condition even if it says thats what you’re getting.,1,0.2857142857142857,0.5357142857142857,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2
781,"El iPhone me vino con un pequeño rayón en la parte superior derecha de la pantalla y con 91% de vida útil de la batería. Quitando esas dos cosas, todo lo demás está en perfecto estado, todas las piezas originales.En la caja venía un protector de pantalla y un cargador que no es el original pero está certificado para usarse en iphone y cumple bien su función.Me gustó el detalle del protector ya que cuando el dispositivo tiene el protector puesto no se le nota el rayón.Con el tiempo que llevo usándolo puedo decir que estoy satisfecho con mi compra, está aceptable si recordamos que es un dispositivo renovado.",1,0.5375,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,"So far no complaints. However, there's much to learn and no manual included or available from Apple (which I find reprehensible). So, being an iPhone 'newbie' I had to buy a written manual. All I can say is, to use this thing properly , it will require A LOT of further study. It's amazing all the things this phone can do!",1,-0.15,0.15000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,I ain’t even gon cap I was a lil scared to buy this thinking imma get scammed or something but it’s better then what I expected easy set up works and looks new,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,Really shocked I could purchase on Amazon but got it quick and works perfectly! Very happy and look forward to more purchases,1,0.6666666666666666,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,Excellent battery life! Have not tried fingerprint reader or Face recognition yet. Extremely happy with the function of the phone overall.,1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
786,"It took 5 working days to get to South Africa,and im happy with everything",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,"La vida útil de la batería baja, los demás va excelente.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,My teen daughter loves this phone!!,1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Excellent IPhone 11 Brand new condition very good battery health Very good seller Five star ⭐️ ⭐️⭐️⭐️⭐️,1,0.7,0.6000000000000001,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,0,0,4,0,4
790,Wish the battery life was better but overall the phone is great,1,0.65,0.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
791,"Decided to go the refurbished route after buying new phones up to this point. I am very pleased with the phone (iPhone 11 128gb). It looks and performs like a new phone, for a significant savings. The battery health is at 85%, but that is more than enough to last a full day and then some.",1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
792,Several noticeable scratches on the screen,1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
793,"Este es mi tercer equipo renovado comprado en amazon , y no me ha decepcionado.Fisicamente el equipo en excelentes condiciones, 0 rayones, trae el protector de pantalla puesto (tenia un globito pero algo diminuto)El telefono es muy rapido, la bateria vino 88%, y tengo unos 2 meses ya con el equipo y esta funcionando perfecto…solo en 1 ocacion se me frizio , solo lo apague y encendi y todo bien…me parecio leer que traia un cover de regalo el cual no lo trajo pero si el cargador con su cable generico.Recomendado",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Sorry I submitted a little message saying I didn’t receive it but it was in my mailbox 😂 thought Amazon would’ve delivered it. Product looks good though. Appreciate what you guys do keep it up!!!,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,I was skeptical to order a phone from Amazon but I was pleasantly surprised. I ordered Prime and it arrived even earlier than it said. The phone looked absolutely brand new with one very minor scratch you can only see if you examine really close. I would buy again. Came with 90% battery health,1,0.22777777777777775,0.5555555555555556,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,2,0,2
796,La batería marca capacidad máxima de 75% y pide mantenimiento. O sea que debe ser cambiada.En la descripción aseguraban mínimo 80% de capacidad. El teléfono no tiene rayones y el táctil funciona.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Very minor cosmetic damage that was easy to cover with a case and a screen protector! Battery life is about as good as possible.,1,0.32499999999999996,0.4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0
798,Me agradó porque no tuve problemas para su configuración. Lo compré para llevarlo a claro Centroamérica y muy bueno.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Business,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,It pares up with my hearing aids . Music shuts off when someone calls and starts again when you end call Super quality with both calls and music.,1,0.3333333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
801,What I like is that the iPhone came in lest then 4 days. Came fully unlocked and ready. With a great battery Health and the phone works Just fine.,1,0.6083333333333334,0.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
802,Was super scared at first but glad I took a chance,1,0.41666666666666663,0.8333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,"I was really excited to upgrade from XR to this phone and the first thing I noticed on it was the camera has scrapes around it , I almost noticed holes or something on the color pain job around it. Not sure if that’s supposed to look like that but it made me feel grossed out a little 😫. I did notice a scrape on the side of it as well. I knows It’s a refurbished phone but I paid 550 for it and not sure if I want a refund to just buy a new one off of the Apple store.",1,0.3333333333333333,0.5925925925925926,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
804,After a three year hiatus of wanting another phone from the iPhone 6plus which by the way was a replacement from my 8plus at the time … yea I know you all like what the … lol yes times was hard lol came across this phone read the reviews and since I’ve purchased online in the past I’m like why not shipping was like less then 48 hrs! Phone arrived without original packaging but they did a great job package that once it get to you it’s in a safe condition! I ABSOLUTELY LOVE THIS PHONE!!! Battery life greAt! The speaker sound is Amazing! But the Camera’s!!!!!!! Take the cake all the way home! I feel like a realPhotographer! Lol I be ready to go to nature trails etc! This is definitely a GREAT BUY for an FANTASTIC price!!! 👌🏽,1,0.4072916666666667,0.5677083333333333,1,0,1,0,0,0,1,1,0,1,3,0,3,0,0,0,3,3,0,3
805,"I love it so much!! Definitely an upgrade for sure i had the iPhone 8 previously ! It was about $100 cheaper than the apple website!! A few people mentioned in there reviews that they received a screen protector with there phone but i did not, it did come with a charger, the block for it!! I am very satisfied I didn’t have to call my phone company either to have the phones/ sim card switched it did that all its self which i love, it made the process so much easier!! I did go ahead an buy a case & protector & that was the part that got me most i could buy phone case & protector along with the phone & it was still under what apple was trying to sell it for! Thank you amazon P.s. no cracks, dents, or scratches that i can see! Also came early!!",1,0.33333333333333337,0.5638888888888889,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0
806,Looks like it’s brand new !! What I like is I got a very nice phone for very reasonable price I definitely do it again !! It works great,1,0.7,0.875,0,0,1,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
807,Didn’t realize that it didn’t have an EarPod hookup. Now I am waiting for a separate attachment to use for audiobooks. Recommend including this piece of information in product description for tech challenged buyers to know at time of purchase,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Liked the product but didn’t appreciate the double charge from my checking account n still have heard no response after I have messaged to customer serviceVoukx someone please take care of this matter immediately. Very disappointed about the situation,1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
809,"the screen was very scratched, I did not even turn it on, I think it would be a good idea to add an option to select the condition of the phone, I think that there are refurbished in good condition and excellent,You can maybe add those options with different prices for each one, so it is not random.",1,0.3,0.5666666666666668,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2
810,Works good as new!,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,"** 6/10 update: the screen has chipped in multiple places from just being in my pocket due to the screen protruding from the fame.**6/7 (date of delivery) the functionality of the phone works overall really well, but i assume the screen had been broken before refurbishing. the new screen on it is protruding from the frame of the phone itself. i bought a protective case and screen protector for it before i got it, and regardless of me having both on, i dropped it one time and due to the protrusion it chipped the screen even with the screen protector on. i won't be buying from this seller again.",1,0.0,0.0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,1,0
812,Immediately upon opening the box the phone was dirty. There is dirt and even someone’s HAIR clogging the front speaker. There is dirt in the sound switch and all around the camera. The battery health is also very poor and the same as my phone I had before this one. Not to mention the dents around the bottoms speakers. At least all the dirt can be cleaned but there isn’t anything I can do to fix the crappy battery health it came with. Kind of disappointed,1,0.19333333333333333,0.62,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0
813,"So far a great phone, definitely 5 stars",1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,Thank you so much I love my new iPhone everything is working well no problems 😁,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,"El teléfono decía que está excelente sólo está bien a secas, se inive un poco,se nota bastante que es usado, pero en fin , esperaba algo mucho mejor☹️",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,"The media could not be loaded.




 No lo utilice, lo recibí hoy pero la pantalla no es original y está levantada en la parte inferior derecha. Cuando lo compre me decía que era de 64 GB, pero el celular en su registro dice que es de 128 GB. No me siento confiable.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,an expensive feeling phone for an inexpensive price,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
818,Its not opened before xmass. Im happy it arrived earlier than expected. More comments after xmass,1,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Phone came like new from apple….perfect condition!,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
820,I Give this a 5 star so far no signs of use its unlock to my network in saint lucia and works as it should,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Very happy with this purchase. Looks and works like new. Packaged well and shipped fast! Thank you!,1,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,The phone just arrived 1 day earlier than expected. Everything updated and transferred from my old iPhone perfectly fine. The battery life is at 87% capacity.,1,0.47222222222222227,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
823,It was time for an upgrade and this phone fits my needs.,1,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,Buen equipo como nuevo sin detalles trajo protector de pantalla batería en buen estado y Face ID funcional,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Phone works fine but if you have boost and try to use this phone it won’t work I switched back to metro by T-Mobile so that I can use it,1,0.4166666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,"We bought this phone just before Thanksgiving 2021 for our daughter for Christmas. I was unable to provide an honest rating due to not opening it.Now that it's been a few days, my daughter absolutely loves it! She states that the battery life is exponentially greater than her old iPhone 5 and the photo quality is immaculate! She loves the green color and everything about it!",1,0.3166666666666667,0.5666666666666667,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0
827,I really need a phone as I just had a galaxy S8 and bought it in 2018 and back in 2020 I decided to put my money towards this instead of a more expensive brand new iPhone and I’m glad I did! It did come with a very faint scratch on the screen which isn’t noticeable unless you really focus but after putting a screen protector on it isn’t even visible anymore.,1,0.0,1.0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1
828,Great replacement phone. I always shop through Amazon before going to an actual phone store,1,0.4,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Phone came in good condition,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
830,I am absolutely happy with my purchase! I’ve gone through the reviews and was ready to order right after. The only thing is my battery health was at 84% as I seen others with 100% which is fine by me. It’s nothing to go get a new battery when and if that time comes. As you see in the pictures the phone is in great condition annnndddd it’s unlocked so you can use any phone service for it. I’m digging the picture quality especially after upgrading from the iPhone X to this. What a difference a upgraded phone makes! It came with a cute case plus a charger. If you’re looking into this phone I’d say go for it. I’m on day 1 and I’m excited!!! (UPDATE! April 18th) I’m 1 month in with the phone and it’s still working great no issues at all.,1,0.5604761904761905,0.7071428571428571,0,1,0,1,0,1,0,2,0,1,0,3,0,3,0,3,0,3,0,3
831,So far this has been a great phone.,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Todo perfecto,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,"The phone looked like new, not even a scratch. And it works a treat. Synergy Smartphones rock!",1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
834,"I was very excited and looking forward to receive my new iPhone, but now I’m feeling I should’ve paid the extra $50 to buy a new iPhone from Apple directly. At first glance the phone looks great! Came with a screen protector with no noticeable scratches/damages to the phone physically. When setting up my phone one of the first things I noticed was how loud the sound was, sound quality was off too. I had my audio low and on mute and notification rings were still loud. Then I got my first phone call and that’s I become disappointed. It was difficult to hear and understand the other person the phone, I had to switch to speaker to listen. It sounds staticky like if it weren’t plugged in correctly or if speakers were in the wrong place. I’m afraid to go to the Apple store to get the battery replaced (since the battery arrived at 88% health). I’ve only been playing with phone for 6 hours now and have found questionable thing like the audio issue that have disappointed me in my purchase...",1,0.06363636363636362,0.6227272727272728,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,1,1,1,0
835,Excelente,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,"Most of the phone worked, but without it not reading my SIM card, it's useless, and a very expensive paper weight. I took the phone to AT&T and they confirmed by trying two brand new SIM cards that it was indeed the phone and not the card.",1,-0.5,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
837,It looks like new. No scratches. Battery health 89%.,1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
838,This phone is one of the best.,1,1.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,It’s ok.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,Outside of the fact that the screen is VERY fragile I give this a 5/5 ! It came faster than I expected only 2-3 days and was in perfect condition totally unlocked you could put any SIM card in,1,0.5,0.875,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
841,This product came in really fast and although I was skeptical it came without any scratches or any damage to the phone and a phone charger. Although it didn’t come in the original apple box it came very secure. If you want a cheaper iphone like this one I would definitely give this one a try,1,0.2,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
842,Work and looks new,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Seems to be working great.,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,Personal use,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,"It has turned out to be a great phone, Colorado, all settings very responsive and good battery life.",1,0.75,0.675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
846,"Bought it because my mom needed one and they were out of stock at Apple. But it came with a very scratched screen, battery only charges up to 80%. Price was way to high. I might return it if I’m able to come back home within the return period.",1,0.16,0.5399999999999999,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
847,"I purchased this phone and received it damaged, the speaker was very messed up. So i asked for help and they sent me a new one free of charge and told me to dispose of the first one so I did. All was well and customer service was amazing. After a month of waiting (I’m a prime member, I shouldn’t have had to wait that long), I received the phone and it had already been used!!! The phone had a password on it and other settings on it!! I immediately contacted amazon and the people I spoke to were extremely rude and didn’t give very much help, they were very hard to understand aswell. I finally was able to just get a refund, but they expected me to ship them this phone back! That is not my job, I’m not paying to ship this thing back! And now I don’t even have a phone that I’m in very much need of. Very disappointing.",1,-0.06944444444444443,0.5861111111111111,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
848,I love this iPhone perfect size. Phone came to me looked like it was brand new. There was not a make on it and it works great.,1,0.7666666666666666,0.7833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
849,"Bought this unlocked iPhone with skepticism after reading the reviews. The phone looks like brand new, no scratches. Bought a SIM card from my phone carrier and so far has met my expectations. I only charge it once a day which is great, compared to the other iPhones I had. Purple color is beautiful, looks more like lavender. Amazon customer tech support was very helpful and even connected me with Apple support to obtain help with the data transfer from my old phone. A great buy at a reasonable price!",1,0.8,0.75,0,0,1,0,1,0,0,1,0,0,0,0,4,0,4,0,0,4,0,0
850,"The phone was great, ready to use, almost no damage. One very small scratch on the screen, doesn’t seem to effect the phone at all. We put a screen protector on it, and it’s been just as if we bought it brand new.",1,0.275,0.575,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,2,2
851,"it had some scars on the back camera and the side of the phone, and the battery life was only 91, which was way much lower than I expected. Besides these things, everything worked just fine, but still I wouldn't say I am satisfied with this purchase",1,0.4166666666666667,0.5,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0
852,"La mejor decisión, el celular estaba como nuevo física y internamente la batería 100%, y todo funciona a la perfección.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,"Never again! I bought this phone “unlocked”. My service provider could not activate it, could not repair the defective speaker, that should not have been defective in the first place & another specialty repair place also could do nothing to fix the phone. So after throwing good money after bad, I was stuck with a defective phone. Tried to return the phone but was told I could not return it. Managed to get it activated eventually & have to use ear buds or speaker phone function to use the phone. The Face ID does not work due to the speaker issue. Very, very disappointed",1,0.7,0.6000000000000001,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0
854,The batter came with 86% capacity. Everything else is excellent.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,Face recognition is great,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Got it for a great price I can’t tell at all it was pre owned,1,0.7,0.875,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
857,👍,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,My daughter absolutely loves her new phone no cracks it even came with a screen protector and a chargerShe was so excited 😊,1,0.5,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
859,"My first Apple product since the ipod. Which still works BTW. I suffered through a whole series of android phones. Had issues with them. Calls dropped, bad reception. Calls I was waiting for going directly to voicemail. I blamed my carrier and I was wrong. It was the phones.Easy to use. Better texting/fast fewer mistakes. More intuitive. So simple to pair accessories. Just works effortlessly. I have excellent reception and the phone works all the time. It is reliable and it seems sturdy, not cheap. I am now an Apple person. My next computer will be Apple too. I am done fighting with technology. I want it to work for me and Apple does that.",1,0.13999999999999999,0.6199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,Phone in perfect conditions!! Very happy with my new phone.,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,"This phone battery life is great, the phone is fast and responsive couldn’t be happier.",1,0.5,0.675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
862,"The phone itself is nice, there are a few tiny scratches on the corner but they're not noticeable at all. I've had it for about a week and everything works fine, the battery health is at 90% and lasts for awhile between charges which is nice. I took off a couple stars because of shipping issues; for some reason my phone was unable to be delivered the 1st time and was returned to the shipper, so I had to contact the seller to send me a new one. This whole process took about 3 weeks which was super annoying, and the seller never explained why the first phone had to be sent back. Overall I would recommend buying this phone but avoiding this seller.",1,0.39,0.6466666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
863,My husband is not very techie. He only wants a phone that works and did not want to pay a high price for a new IPhone. The warranty is good on this and he is just fine with a refurbished one.,1,0.4255555555555555,0.5466666666666667,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
864,All,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,Works great so far! Came in the next day. Really happy with the phone ! I will definitely recommend to anyone !!,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,My phone arrived earlier than expected. I am almost 82 and I was able ON MY OWN set up the new phone and transfer all the data from my older phone to the new. I'm very happy with my Iphone 11,1,0.08333333333333333,0.41666666666666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Todo genial. Igual que nuevo. Liberado para Costa Rica.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
